value,channels,time,altitude,station_latitude,station_longitude,station_height,time_offset,altitude_offset,wavelength,zenith_cosine,z0,integration_start_time,integration_end_time,max_countrate,countrate_limit_bin,merge1_top_bin,merge1_bottom_bin,merge1_mean_diff,merge2_top_bin,merge2_bottom_bin,merge2_mean_diff,temperature,temperature_err
0,0,80532000,8068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,8968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,9968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,10968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,11968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,12968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,13968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14368,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14468,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14568,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14668,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14768,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14868,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,14968,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,15068,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,15168,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
0,0,80532000,15268,-53.78567123413086,-67.75221252441406,18,1687305600,0,532.0,1.0,0,78732000,82312000,9855000,239,378,349,-0.029129028,0,0,0.0,0.0,0.0
